i_ext [A/cm2],Voltage [V],Power [W/cm2],Eta [V]
0,1.017118719,0,0
0.001,0.87158534,0.000871585,0.145533378
0.012,0.793399265,0.009520791,0.223719454
0.023,0.770920423,0.01773117,0.246198296
0.034,0.758170922,0.025777811,0.258947797
0.045,0.748646921,0.033689111,0.268471798
0.056,0.740934073,0.041492308,0.276184646
0.067,0.734389543,0.049204099,0.282729176
0.078,0.72866736,0.056836054,0.288451359
0.089,0.723557355,0.064396605,0.293561363
0.1,0.718922426,0.071892243,0.298196293
0.2,0.688502318,0.137700464,0.328616401
0.388888889,0.652940266,0.253921215,0.364178452
0.577777778,0.62656274,0.362014028,0.390555979
0.766666667,0.602631049,0.462017137,0.41448767
0.955555556,0.577202991,0.551549525,0.439915728
1.144444444,0.545446069,0.624232723,0.47167265
1.333333333,0.501560529,0.668747372,0.51555819
1.522222222,0.443486012,0.675084263,0.573632707
1.711111111,0.371102538,0.634997676,0.646016181
1.9,0.285382881,0.542227474,0.731735838
2.1,0.178412451,0.374666147,0.838706268
2.127777778,0.161849127,0.344378975,0.855269592
2.155555556,0.14468442,0.311875305,0.872434299
2.183333333,0.126785583,0.27681519,0.890333136
2.211111111,0.107955978,0.238702662,0.909162741
2.238888889,0.087883402,0.196761172,0.929235317
2.266666667,0.06601453,0.149632936,0.951104188
2.294444444,0.041189575,0.094507192,0.975929144
2.322222222,0.010167157,0.023610399,1.006951562
2.35,0,0,1.017118719
