Depth [um],eps_w [-],rho_k O2(gas),rho_k H2O(gas),rho_k N2(gas),phi_dl,theta_k Pt(S),theta_k O(S),rho_k r0 H(Naf),rho_k r1 H(Naf),rho_k r2 H(Naf),rho_k r0 O2(Naf),rho_k r1 O2(Naf),rho_k r2 O2(Naf),rho_k r0 H2O(Naf),rho_k r1 H2O(Naf),rho_k r2 H2O(Naf),i_far_frac [-]
12.5,0.02856431745940353,1.5273237040333763,0.1290360232152654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.5,0.041578106608522576,1.5271539886081604,0.12913043869339258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.5,0.04740578045864499,1.5269759293617926,0.12922947933640705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.5,0.051401220520070456,1.526792684047337,0.12933139977049823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.5,0.0545102778881748,1.5266051861011238,0.12943568446045065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.5,0.05708591054758732,1.526413909929191,0.12954207162302556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.5,0.05930130674811892,1.5262191438084343,0.12965040234701378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.49999999999997,0.06125525340435139,1.526021079722707,0.12976057093180662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,0.06300982110477092,1.525819852663536,0.129872503164929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237.5,0.06460674622733789,1.525615560814154,0.12998614516736923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251.5,0.00035349368978437504,1.5254872150482763,0.13005753711717735,0.0,0.581972978951058,0.18244191056374595,0.8175580894381369,1.7496551234649786,1.7496551234649649,1.7496551234607403,13.043755774174647,13.041969741429128,13.039909311334505,107.8987414144038,107.90075250134115,107.90307256185459,0.05335750569827859
254.5,0.026271761098414177,1.5201905495003092,0.13005752786925814,0.0,0.5761118132265933,0.19768338602128757,0.8023166139798024,1.7496551234649398,1.7496551234649649,1.7496551234649114,12.987875519218244,12.984965137079085,12.98160761804063,107.81086588474133,107.81414299795071,107.81792359083012,0.06433212580868797
257.5,0.03336762520901804,1.510329977655557,0.1300575194305181,0.0,0.5631712218672956,0.23682643873678325,0.763173561263636,1.7496551234639812,1.7496551234649649,1.7496551234650208,12.884089211068222,12.879266101055231,12.873701991973029,107.64765974421208,107.65309060407107,107.65935583471773,0.09635105753345659
260.5,0.03775690791161116,1.4988806364526914,0.13005757503838916,0.0,0.5396040269377629,0.32878948413785414,0.6712105158653472,1.7496551234647812,1.7496551234649649,1.7496551234649336,12.763957365371724,12.75359832977826,12.74164778254355,107.45874993342164,107.47041428908238,107.48387069938511,0.1933100843409362
263.5,0.040601261176654226,1.488539797840095,0.1300578229165313,0.0,0.49469318058151635,0.570968519805538,0.4290314801914275,1.7496551234648878,1.7496551234649649,1.7496551234696287,12.65572832224869,12.622448846805248,12.584056475271732,107.28855764860164,107.3260306000432,107.36926071274875,0.5926492266214664
