i_ext [A/cm2],Voltage [V],Power [W/cm2],Eta [V]
0,1.037478604,0,0
0.001,0.911666549,0.000911667,0.125812055
0.012,0.837447083,0.010049365,0.200031522
0.023,0.816738417,0.018784984,0.220740188
0.034,0.804712145,0.027360213,0.232766459
0.045,0.79586829,0.035814073,0.241610314
0.056,0.788798384,0.044172709,0.24868022
0.067,0.782862836,0.05245181,0.254615768
0.078,0.777717059,0.060661931,0.259761545
0.089,0.773153139,0.068810629,0.264325465
0.1,0.769036085,0.076903608,0.26844252
0.5,0.696829491,0.348414745,0.340649113
0.614285714,0.683829078,0.420066433,0.353649527
0.728571429,0.671831328,0.48947711,0.365647277
0.842857143,0.660461789,0.556674937,0.377016815
0.957142857,0.649454685,0.621620912,0.38802392
1.071428571,0.63859574,0.684209722,0.398882864
1.185714286,0.627690884,0.744262049,0.40978772
1.3,0.616545977,0.80150977,0.420932627
1.414285714,0.604951898,0.855574828,0.432526706
1.528571429,0.592673289,0.905943456,0.444805315
1.642857143,0.579441144,0.951939022,0.45803746
1.757142857,0.564949028,0.992696149,0.472529576
1.871428571,0.548847382,1.027128672,0.488631223
1.985714286,0.530718695,1.053855694,0.50675991
2.1,0.509993513,1.070986378,0.527485091
2.2,0.488982175,1.075760784,0.54849643
2.235714286,0.480597049,1.074477689,0.556881555
2.271428571,0.471599521,1.071204627,0.565879083
2.307142857,0.461832205,1.065512874,0.575646399
2.342857143,0.451046313,1.056737077,0.586432291
2.378571429,0.438813201,1.043748541,0.598665404
2.414285714,0.424294165,1.024367341,0.613184439
2.45,0.40545994,0.993376852,0.632018665
2.485714286,0.374543484,0.931008089,0.66293512
2.521428571,0,0,1.037478604
