i_ext [A/cm2],Voltage [V],Power [W/cm2],Eta [V]
0,1.034905117,0,0
0.001,0.90664261,0.000906643,0.128262507
0.022357143,0.812181585,0.01815806,0.222723532
0.043714286,0.791324555,0.034592188,0.243580562
0.065071429,0.77832397,0.050646653,0.256581147
0.086428571,0.768614812,0.06643028,0.266290305
0.107785714,0.760734416,0.081996302,0.274170701
0.129142857,0.754022297,0.097376594,0.28088282
0.1505,0.748123172,0.112592537,0.286781945
0.171857143,0.74282358,0.127659538,0.292081537
0.193214286,0.737985035,0.142589251,0.296920082
0.214571429,0.733512457,0.157390816,0.30139266
0.235928571,0.729337651,0.17207159,0.305567466
0.257285714,0.725409984,0.186637626,0.309495133
0.278642857,0.721690768,0.201093978,0.313214349
0.3,0.718149744,0.215444923,0.316755373
0.5,0.690469652,0.345234826,0.344435466
0.6,0.678805141,0.407283084,0.356099976
0.7,0.667905954,0.467534168,0.366999163
0.8,0.657480945,0.525984756,0.377424172
0.9,0.647307407,0.582576667,0.38759771
1,0.63719333,0.63719333,0.397711787
1.1,0.626954907,0.689650398,0.40795021
1.2,0.616401548,0.739681857,0.418503569
1.3,0.605326198,0.786924058,0.429578919
1.4,0.593501831,0.830902563,0.441403286
1.5,0.58068609,0.871029135,0.454219027
1.6,0.566633417,0.906613467,0.4682717
1.7,0.55110619,0.936880523,0.483798927
1.8,0.533868006,0.960962412,0.501037111
1.9,0.51463788,0.977811972,0.520267237
2,0.492969932,0.985939864,0.541935185
2.014705882,0.489533134,0.986265286,0.545371983
2.029411765,0.486021477,0.986337703,0.54888364
2.044117647,0.482430003,0.986143682,0.552475114
2.058823529,0.478752986,0.985667912,0.556152131
2.073529412,0.47498377,0.984892817,0.559921347
2.088235294,0.471114564,0.983798061,0.563790553
2.102941176,0.467136181,0.982359909,0.567768936
2.117647059,0.46303769,0.980550403,0.571867427
2.132352941,0.458805968,0.978336255,0.576099149
2.147058824,0.454425078,0.975677372,0.580480039
2.161764706,0.449875425,0.972524816,0.585029692
2.176470588,0.445132568,0.968817943,0.589772549
2.191176471,0.440165498,0.964480282,0.594739619
2.205882353,0.434934078,0.959413408,0.599971039
2.220588235,0.429385113,0.95348753,0.605520004
2.235294118,0.423446016,0.946526388,0.611459101
2.25,0.417014121,0.938281772,0.617890996
2.264705882,0.409937417,0.92838768,0.6249677
2.279411765,0.401976858,0.916270779,0.632928259
2.294117647,0.392723981,0.900955015,0.642181136
2.308823529,0.38138983,0.880561812,0.653515288
2.323529412,0.366108749,0.850664447,0.668796368
2.338235294,0.340147128,0.795344019,0.694757989
2.352941176,0,0,1.034905117
