i_ext [A/cm2],Voltage [V],Power [W/cm2],Eta [V]
0.0,1.0662950062381586,0.0,0.0
0.001,0.9671930947488121,0.0009671930947488121,0.09910191148934655
0.012,0.8940871096904676,0.010729045316285612,0.17220789654769109
0.023000000000000003,0.8742239632432018,0.020107151154593644,0.1920710429949568
0.034,0.8622522029713764,0.0293165749010268,0.20404280326678226
0.045000000000000005,0.8534602147923368,0.03840570966565516,0.21283479144582185
0.05600000000000001,0.8464426157664288,0.04740078648292002,0.21985239047172989
0.067,0.8405602177111953,0.056317534586650085,0.22573478852696338
0.07800000000000001,0.8354677336322235,0.06516648322331345,0.23082727260593516
0.08900000000000001,0.830957282756142,0.07395519816529665,0.23533772348201665
0.1,0.8268939254204227,0.08268939254204227,0.23940108081773592
0.2,0.8006812431447199,0.160136248628944,0.26561376309343876
0.34444444444444444,0.7765069291885308,0.26746349783160506,0.28978807704962783
0.48888888888888893,0.7583824015778016,0.3707647296602586,0.3079126046603571
0.6333333333333333,0.7432619734498601,0.4707325831849114,0.32303303278829854
0.7777777777777779,0.7299754787004815,0.5677587056559301,0.33631952753767713
0.9222222222222223,0.7179364596219702,0.6620969572069281,0.3483585466161885
1.0666666666666667,0.7068039179980781,0.75392417919795,0.3594910882400806
1.2111111111111112,0.6963597123562849,0.843368984964834,0.36993529388187374
1.3555555555555556,0.6864546794441808,0.9305274543576674,0.37984032679397783
1.5,0.6769816643584612,1.0154724965376918,0.38931334187969746
1.8,0.6583614382789302,1.1850505889020744,0.4079335679592284
1.8333333333333335,0.6563636808369926,1.2033334148678199,0.40993132540116606
1.8666666666666667,0.6543780727132541,1.2215057357314076,0.41191693352490455
1.9000000000000001,0.6524041261375587,1.2395678396613616,0.41389088010059993
1.9333333333333333,0.6504413753240723,1.2575199922932065,0.41585363091408634
1.9666666666666668,0.6484893750089202,1.2753624375175432,0.4178056312292384
2.0,0.6465476990977963,1.2930953981955926,0.41974730714036235
2.033333333333333,0.6446159394194315,1.3107190768195107,0.42167906681872713
2.066666666666667,0.6426937045729288,1.3282336561173864,0.4236013016652298
2.1,0.640780618859789,1.3456392996055568,0.42551438737836966
