Depth [um],eps_w [-],rho_k O2(gas),rho_k H2O(gas),rho_k N2(gas),phi_dl,theta_k Pt(S),theta_k O(S),rho_k r0 H(Naf),rho_k r1 H(Naf),rho_k r2 H(Naf),rho_k r0 O2(Naf),rho_k r1 O2(Naf),rho_k r2 O2(Naf),rho_k r0 H2O(Naf),rho_k r1 H2O(Naf),rho_k r2 H2O(Naf),i_far_frac [-]
12.5,0.02856431526957858,1.5273237009078082,0.1290360249751892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.5,0.041578103364391605,1.5271539790254969,0.1291304440891397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.5,0.04740577674547888,1.526975913006893,0.12922948854543687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.5,0.051401216492425565,1.526792660724396,0.12933141290306924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.5,0.054510273621951544,1.526605155649616,0.12943570160695336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.5,0.057085906088922216,1.526413872206526,0.12954209286375012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.5,0.059301302128313915,1.526219098682923,0.12965042775611121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.49999999999997,0.061255248646108255,1.5260210270699257,0.129760600579337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,0.06300981622529483,1.5258197923641672,0.12987253711807523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237.5,0.06460674124007057,1.525615492752602,0.1299861834912192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251.5,0.0003534936679520762,1.5254871421110536,0.13005757818640573,0.0,0.5657092452782142,0.22726904155660396,0.7727309594757011,1.8084501689009551,1.8084501689005654,1.808450168902919,13.482068580618344,13.479093256345651,13.475660817781403,111.52453922925858,111.52788946782178,111.53175442067726,0.08888744188346559
254.5,0.02605324302533082,1.5204026580833658,0.13005755545327158,0.0,0.5611955529020434,0.24237105607372472,0.7576289439431816,1.808450168903902,1.8084501689005654,1.808450168901756,13.426619391189206,13.422011673616868,13.416696048818055,111.43733970306725,111.44252802934174,111.44851346472836,0.10215250228398227
257.5,0.03280285095863886,1.5115073048536714,0.13005754692418997,0.0,0.5514945672835027,0.27811043624623705,0.7218895638981727,1.808450169004909,1.8084501689005654,1.8084501689112442,13.329823129450359,13.3230301614617,13.315193555044056,111.28512555909235,111.29277449454555,111.30159857508895,0.13685303761222345
260.5,0.036733139140778526,1.502072806502942,0.1300575933967887,0.0,0.5348442067055262,0.3500203700040375,0.6499796299956153,1.808450168802308,1.8084501689005654,1.8084501689012573,13.227435444976866,13.21579736921527,13.202371276327066,111.12411879834919,111.13722336331232,111.15234124964152,0.22075039645784894
263.5,0.03901268885005783,1.494696453973202,0.13005773722290448,0.0,0.5069842216340437,0.4976797768775138,0.5023202241413532,1.8084501688505463,1.8084501689005654,1.8084501689550585,13.147541765416454,13.122856584971148,13.094378893949882,110.99848440827083,111.02628011586019,111.05834622022597,0.45135662176201086
