Depth [um],eps_w [-],rho_k O2(gas),rho_k H2O(gas),rho_k N2(gas),phi_dl,theta_k Pt(S),theta_k O(S),rho_k r0 H(Naf),rho_k r1 H(Naf),rho_k r2 H(Naf),rho_k r0 O2(Naf),rho_k r1 O2(Naf),rho_k r2 O2(Naf),rho_k r0 H2O(Naf),rho_k r1 H2O(Naf),rho_k r2 H2O(Naf),i_far_frac [-]
12.5,0.028564320090788853,1.5273237086583429,0.12903602061108402,-9.264164695240524e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.5,0.041578110555069714,1.527154002787135,0.12913043070961785,-2.9923472013634722e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.5,0.04740578502599336,1.5269759535609149,0.12922946571054822,-5.566334573431275e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.5,0.05140122553066187,1.526792718556302,0.12933138033942643,-8.835550237029127e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.5,0.054510283256959356,1.5266052311574652,0.12943565909040936,-1.1273051892372244e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.5,0.0570859162236884,1.526413965743923,0.1295420401951877,-5.107286574283498e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.5,0.05930131269720717,1.5262192105764718,0.1296503647516288,-7.625546947632183e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.49999999999997,0.061255259601399395,1.5260211576282292,0.12976052706516972,-1.874376542941095e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,0.06300982753050134,1.5258199418831506,0.12987245292758878,-2.1065581188536105e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237.5,0.0646067528662737,1.5256156615193797,0.12998608846300497,-4.578875804281606e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251.5,0.0003534937190557004,1.5254873229682386,0.13005747635034715,-4.431493215204348e-13,0.6262104510753675,0.11142836776903531,0.8885716321809932,1.8084501689005745,1.8084501689005654,1.808450168900248,13.482082497911577,13.481424942115773,13.48066636265861,111.52455913642824,111.5252995494329,111.52615371587585,0.049650866024592524
254.5,0.026294193908254826,1.5201684568457663,0.13005748599249678,-4.0663328708751e-13,0.6208605678904965,0.11707020678563931,0.8829297932152748,1.8084501689005796,1.8084501689005654,1.8084501689006818,13.42408634810555,13.423020237853837,13.421790335629296,111.4333564117986,111.43455686033816,111.43594173992909,0.05954371966203899
257.5,0.033430060838841875,1.5101954352954061,0.13005748355031135,-3.68433884692601e-13,0.6090872231040095,0.1322227473535087,0.867777252698826,1.8084501689115735,1.8084501689005654,1.8084501689068784,13.315598168038264,13.31384421858757,13.311820800908514,111.26275647871283,111.26473143960753,111.26700982384956,0.08847638591329884
260.5,0.037886581419870544,1.498454989658752,0.13005751755354183,-3.2574063291680053e-13,0.5877548503131554,0.17114831874101594,0.8288516812511998,1.8084501689007348,1.8084501689005654,1.8084501689193788,13.188302217181736,13.184512713113035,13.18014100814489,111.06258096040824,111.06684797183381,111.07177054605727,0.17836102178419444
263.5,0.040860397861370114,1.487460327944403,0.13005769768886924,-6.5445962197725405e-12,0.5471361666470329,0.2982132311940187,0.7017867689233754,1.8084501689032162,1.8084501689005654,1.808450168892433,13.069464409042531,13.055540801221408,13.039478038289218,110.87570619611641,110.89138428817827,110.90947108574208,0.62396800661573
