i_ext [A/cm2],Voltage [V],Power [W/cm2],Eta [V]
0.0,1.0662950062347978,0.0,0.0
0.001,1.006518746088823,0.001006518746088823,0.05977626014597481
0.012,0.9335113185840408,0.01120213582300849,0.132783687650757
0.023000000000000003,0.9133493826784673,0.02100703580160475,0.15294562355633046
0.034,0.9010824523392896,0.03063680337953585,0.16521255389550815
0.045000000000000005,0.8920059653785852,0.04014026844203634,0.17428904085621255
0.05600000000000001,0.8847144779251811,0.049544010763810147,0.18158052830961668
0.067,0.8785685677438102,0.05886409403883529,0.18772643849098758
0.07800000000000001,0.873222668824975,0.06811136816834806,0.19307233740982277
0.08900000000000001,0.868468603736306,0.07729370573253123,0.19782640249849182
0.1,0.8641711287101964,0.08641711287101965,0.20212387752460137
0.2,0.8362148917775557,0.16724297835551116,0.23008011445724208
0.34444444444444444,0.810452792828612,0.2791559619742997,0.25584221340618574
0.48888888888888893,0.7914504567202946,0.3869313343965885,0.2748445495145032
0.6333333333333333,0.7758900512206419,0.49139703243973987,0.29040495501415586
0.7777777777777779,0.7624406215795084,0.5930093723396178,0.30385438465528936
0.9222222222222223,0.7504194393215239,0.6920534829298498,0.3158755669132739
1.0666666666666667,0.7394267664196716,0.7887218841809831,0.32686823981512614
1.2111111111111112,0.7292079120812488,0.8831518046317347,0.337087094153549
1.3555555555555556,0.7195907419900626,0.9754452280309738,0.3467042642447352
1.5,0.7104536033431361,1.0656804050147042,0.35584140289166166
1.8,0.6926491154249506,1.246768407764911,0.3736458908098472
1.8333333333333335,0.6907504862395278,1.2663758914391345,0.37554451999526994
1.8666666666666667,0.6888655869160184,1.2858824289099011,0.3774294193187794
1.9000000000000001,0.686993912181684,1.3052884331451997,0.37930109405311374
1.9333333333333333,0.6851349826896385,1.3245942998666345,0.3811600235451593
1.9666666666666668,0.6832883432780745,1.34380040844688,0.38300666295672325
2.0,0.6814535613711178,1.3629071227422356,0.38484144486368
2.033333333333333,0.6796302255076464,1.3819147918655477,0.3866647807271514
2.066666666666667,0.6778179439862562,1.4008237509049295,0.3884770622485416
2.1,0.6760163436152296,1.4196343215919822,0.39027866261956823
