i_ext [A/cm2],Voltage [V],Power [W/cm2],Eta [V]
0,1.035601121,0,0
0.001,0.967771253,0.000967771,0.067829868
0.022357143,0.877323216,0.01961444,0.158277905
0.043714286,0.856569447,0.037444322,0.179031674
0.065071429,0.84366981,0.0548988,0.191931311
0.086428571,0.834067644,0.072087275,0.201533477
0.107785714,0.826299274,0.089063257,0.209301847
0.129142857,0.81970487,0.105859029,0.215896251
0.1505,0.813929721,0.122496423,0.2216714
0.171857143,0.80876079,0.138991319,0.226840331
0.193214286,0.804059915,0.155355862,0.231541206
0.214571429,0.799732262,0.171599694,0.235868859
0.235928571,0.795709836,0.187730685,0.239891285
0.257285714,0.791942159,0.203755404,0.243658962
0.278642857,0.788390677,0.219679431,0.247210444
0.3,0.785025245,0.235507574,0.250575876
0.5,0.759391409,0.379695704,0.276209712
0.657894737,0.743531619,0.489165539,0.292069502
0.815789474,0.729787627,0.595353064,0.305813494
0.973684211,0.717430498,0.698550749,0.318170623
1.131578947,0.706035959,0.798935427,0.329565162
1.289473684,0.695327878,0.896607001,0.340273243
1.447368421,0.685109584,0.991605976,0.350491537
1.605263158,0.675228362,1.083919213,0.360372759
1.763157895,0.665554021,1.173476827,0.3700471
1.921052632,0.655963202,1.260139835,0.379637919
2.078947368,0.646324721,1.343675077,0.389276401
2.236842105,0.63648191,1.423709536,0.399119211
2.394736842,0.626226721,1.4996482,0.4093744
2.552631579,0.615257165,1.570524869,0.420343956
2.710526316,0.603104961,1.634731867,0.43249616
2.868421053,0.589023224,1.689566615,0.446577897
3.026315789,0.571887333,1.730711664,0.463713788
3.184210526,0.550406902,1.75261145,0.485194219
3.342105263,0.523983456,1.751207866,0.511617665
3.5,0.493067102,1.725734858,0.542534019
3.6,0.471396261,1.697026539,0.56420486
3.665517241,0.456362723,1.672805428,0.579238398
3.731034483,0.440711808,1.644310954,0.594889313
3.796551724,0.424504052,1.611651589,0.611097069
3.862068966,0.407807828,1.574981957,0.627793293
3.927586207,0.390681277,1.534434396,0.644919844
3.993103448,0.373160642,1.490069047,0.662440479
4.05862069,0.355259924,1.441865278,0.680341197
4.124137931,0.336979557,1.389750174,0.698621564
4.189655172,0.318318698,1.333645581,0.717282423
4.255172414,0.29928509,1.273509658,0.736316031
4.320689655,0.279897478,1.209350138,0.755703643
4.386206897,0.260179342,1.141200426,0.775421779
4.451724138,0.240147777,1.069071657,0.795453344
4.517241379,0.219803493,0.992905435,0.815797628
4.582758621,0.199125572,0.912544434,0.836475549
4.648275862,0.178071113,0.827723655,0.857530008
4.713793103,0.156578067,0.738076612,0.879023054
4.779310345,0.13456903,0.643147158,0.901032091
4.844827586,0.111952492,0.542390523,0.923648629
4.910344828,0.088615051,0.43513046,0.94698607
4.975862069,0.064393542,0.320413385,0.971207579
5.04137931,0.03900773,0.196652763,0.996593391
5.106896552,0.011903608,0.060790495,1.023697513
5.139655172,0,0,1.035601121
