Depth [um],eps_w [-],rho_k O2(gas),rho_k H2O(gas),rho_k N2(gas),phi_dl,theta_k Pt(S),theta_k O(S),rho_k r0 H(Naf),rho_k r1 H(Naf),rho_k r2 H(Naf),rho_k r0 O2(Naf),rho_k r1 O2(Naf),rho_k r2 O2(Naf),rho_k r0 H2O(Naf),rho_k r1 H2O(Naf),rho_k r2 H2O(Naf),i_far_frac [-]
12.5,0.028564318436302943,1.5273237059425715,0.12903602214030901,-8.841001468160405e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.5,0.04157810808435626,1.5271539944610586,0.12913043539789315,-1.5955755518218097e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.5,0.047405782177607436,1.5269759393505706,0.12922947371200852,-2.1724823702651087e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.5,0.05140122241804582,1.5267926982917177,0.12933139174987873,-2.8409805091500448e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.5,0.05451027993494428,1.5266052046995426,0.129435673988429,-4.158878442185025e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.5,0.05708591272526577,1.5264139329680053,0.1295420586504849,-1.3961359664663515e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.5,0.05930130904468277,1.5262191713684636,0.12965038682867647,-2.8615037754187534e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.49999999999997,0.061255255811001254,1.5260211118801204,0.12976055282487065,-1.3500662199870767e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.5,0.06300982361465426,1.5258198894909973,0.12987248242831567,-3.697398389354128e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237.5,0.06460674883485508,1.52561560238281,0.12998612176134114,-4.0922859872358177e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251.5,0.0003534937013231992,1.52548725959498,0.13005751203420451,-2.8735536596830495e-13,0.5890635230380986,0.1664443517485431,0.833555648257234,1.8084501689005559,1.8084501689005654,1.8084501689035395,13.482077422160511,13.480546948049472,13.478781339369933,111.52455293728636,111.52627626318862,111.52826435246682,0.08498299511129731
254.5,0.026077565184780223,1.520379449307071,0.13005751663528284,-2.2061116870299663e-12,0.5847480936460143,0.17631177326879294,0.8236882267313372,1.8084501689488677,1.8084501689005654,1.8084501689006618,13.426378232541465,13.424005065113523,13.421267295831083,111.43696047613942,111.43963268135313,111.44271543112644,0.09775716783426487
257.5,0.03286759050518849,1.511376279180856,0.13005751413480215,-3.132776650661676e-16,0.5754685636231502,0.20012773680992998,0.7998722632465283,1.8084501689006742,1.8084501689005654,1.808450168916332,13.328416614016882,13.32490048746514,13.320844160400645,111.28291377662133,111.28687296280982,111.29144041903001,0.13153480998339526
260.5,0.03685513618068555,1.501708865314435,0.1300575508984638,-7.305030002519533e-13,0.559509712260778,0.24997811755555424,0.7500218824431227,1.8084501688969226,1.8084501689005654,1.8084501688970887,13.223521376053608,13.217390664460208,13.210318060276327,111.11796384581392,111.12486707535045,111.13283088336173,0.2157212291105307
263.5,0.03921283326154362,1.4939662275473706,0.13005767237924856,-3.573960176212861e-11,0.532596599106149,0.3617511909048106,0.6382488090928029,1.8084501688544996,1.8084501689005654,1.8084501688979384,13.139705351801032,13.125829952282011,13.10982280414004,110.98616149251839,111.00178530165242,111.01980947652444,0.470003797958909
