i_ext [A/cm2],Voltage [V],Power [W/cm2],Eta [V]
0,1.037478605,0,0
0.001,0.911688761,0.000911689,0.125789844
0.012,0.837718531,0.010052622,0.199760074
0.023,0.816984928,0.018790653,0.220493677
0.034,0.805072439,0.027372463,0.232406166
0.045,0.796340748,0.035835334,0.241137856
0.056,0.789381016,0.044205337,0.248097589
0.067,0.78355372,0.052498099,0.253924884
0.078,0.778514344,0.060724119,0.258964261
0.089,0.774055039,0.068890898,0.263423566
0.1,0.77004088,0.077004088,0.267437725
0.5,0.700812765,0.350406382,0.33666584
0.614285714,0.688531144,0.422954846,0.348947461
0.728571429,0.67725671,0.493429888,0.360221895
0.842857143,0.66664888,0.56188977,0.370829725
0.957142857,0.656479396,0.628344565,0.380999209
1.071428571,0.646578074,0.692762223,0.39090053
1.185714286,0.636804805,0.755068554,0.4006738
1.3,0.627032829,0.815142678,0.410445775
1.414285714,0.617137059,0.872808127,0.420341546
1.528571429,0.606984367,0.927818962,0.430494237
1.642857143,0.596424011,0.979839447,0.441054593
1.757142857,0.585276541,1.028414494,0.452202063
1.871428571,0.573318742,1.072925075,0.464159862
1.985714286,0.560259227,1.112514751,0.477219378
2.1,0.545690695,1.14595046,0.49178791
2.2,0.53121612,1.168675463,0.506262485
2.235714286,0.525525508,1.174924885,0.511953097
2.271428571,0.519488703,1.179981483,0.517989901
2.307142857,0.513040291,1.183657243,0.524438314
2.342857143,0.506090789,1.185698421,0.531387815
2.378571429,0.498512266,1.185747032,0.538966339
2.414285714,0.490111348,1.183268825,0.547367257
2.45,0.480573538,1.177405168,0.556905067
2.485714286,0.469332063,1.166625414,0.568146542
2.521428571,0.455191095,1.147731833,0.582287509
2.557142857,0.43479668,1.111837225,0.602681925
2.592857143,0.386914722,1.0032146,0.650563883
2.628571429,0,0,1.037478605
