i_ext [A/cm2],Voltage [V],Power [W/cm2],Eta [V]
0,1.037478603,0,0
0.001,0.971037092,0.000971037,0.066441511
0.022357143,0.87732701,0.019614525,0.160151593
0.043714286,0.856577495,0.037444673,0.180901108
0.065071429,0.84368732,0.054899939,0.193791283
0.086428571,0.834093442,0.072089505,0.203385161
0.107785714,0.826333986,0.089066999,0.211144617
0.129142857,0.819749163,0.105864749,0.21772944
0.1505,0.81398421,0.122504624,0.223494393
0.171857143,0.808826049,0.139002534,0.228652554
0.193214286,0.804136482,0.155370656,0.233342122
0.214571429,0.799820639,0.171618657,0.237657964
0.235928571,0.7958105,0.187754434,0.241668103
0.257285714,0.792055553,0.203784579,0.24542305
0.278642857,0.788517215,0.21971469,0.248961388
0.3,0.785165312,0.235549594,0.252313291
0.5,0.759670881,0.379835441,0.277807722
0.657894737,0.74392332,0.489423237,0.293555284
0.815789474,0.730271268,0.595747614,0.307207335
0.973684211,0.717955754,0.699062181,0.319522849
1.131578947,0.706506703,0.799468111,0.3309719
1.289473684,0.695574111,0.896924511,0.341904493
1.447368421,0.684834703,0.991208123,0.3526439
1.605263158,0.67390386,1.081793038,0.363574743
1.763157895,0.662195343,1.167554948,0.37528326
1.921052632,0.648638954,1.24606957,0.388839649
2.078947368,0.631249046,1.312333543,0.406229557
2.236842105,0.607656509,1.359231666,0.429822094
2.394736842,0.578005877,1.384171969,0.459472726
2.552631579,0.544386085,1.389617111,0.493092518
2.710526316,0.508065438,1.377124741,0.529413165
2.868421053,0.469941253,1.347989385,0.56753735
3.026315789,0.430407637,1.302549426,0.607070967
3.184210526,0.389355651,1.239790361,0.648122953
3.342105263,0.346748135,1.158868766,0.690730469
3.5,0.302546007,1.058911025,0.734932596
3.6,0.27348427,0.984543373,0.763994333
3.665517241,0.253825133,0.930400401,0.78365347
3.731034483,0.233539186,0.871342757,0.803939417
3.796551724,0.21248578,0.806713256,0.824992823
3.862068966,0.190498275,0.735717476,0.846980328
3.927586207,0.167355856,0.657304552,0.870122747
3.993103448,0.142695496,0.569797876,0.894783107
4.05862069,0.115771014,0.469870632,0.921707589
4.124137931,0.084671365,0.349196388,0.952807238
4.189655172,0.041936991,0.175701533,0.995541612
4.222413793,0,0,1.037478603
