i_ext [A/cm2],Voltage [V],Power [W/cm2],Eta [V]
0.0,1.0662950062426753,0.0,0.0
0.001,0.9472775123049149,0.0009472775123049149,0.1190174939377604
0.012,0.8736489826556231,0.010483787791867477,0.19264602358705218
0.023000000000000003,0.8533184103329444,0.019626323437657724,0.21297659590973084
0.034,0.840893705114044,0.0285903859738775,0.22540130112863122
0.045000000000000005,0.8316669885917787,0.03742501448663005,0.23462801765089658
0.05600000000000001,0.8242313149743323,0.04615695363856262,0.24206369126834293
0.067,0.81794619492026,0.05480239505965742,0.24834881132241526
0.07800000000000001,0.8124652371517819,0.06337228849783899,0.2538297690908934
0.08900000000000001,0.8075796040428697,0.07187458475981541,0.2587154021998056
0.1,0.8031535132053849,0.08031535132053849,0.2631414930372904
0.2,0.7741071547660581,0.15482143095321163,0.2921878514766172
0.34444444444444444,0.7468491671838319,0.257248046474431,0.3194458390588434
0.48888888888888893,0.7263290364201047,0.35509419558316235,0.33996596982257055
0.6333333333333333,0.7091890909859125,0.4491530909577446,0.3571059152567627
0.7777777777777779,0.6940810922969872,0.5398408495643234,0.37221391394568804
0.9222222222222223,0.6803094967199766,0.6273965358639785,0.3859855095226986
1.0666666666666667,0.667461418377474,0.7119588462693056,0.3988335878652013
1.2111111111111112,0.6552671706270505,0.7936013510927613,0.4110278356156247
1.3555555555555556,0.6435368589427672,0.8723499643446401,0.422758147299908
1.5,0.6321276302744702,0.9481914454117053,0.4341673759682051
1.8,0.6089797776019703,1.0961635996835466,0.45731522864070495
1.8333333333333335,0.6064257632631581,1.1117805659824567,0.45986924297951715
1.8666666666666667,0.6038713939885673,1.1272266021119923,0.462423612254108
1.9000000000000001,0.6013156200564802,1.1424996781073125,0.46497938618619505
1.9333333333333333,0.5987573924551446,1.1575976254132796,0.46753761378753067
1.9666666666666668,0.5961956598075955,1.172518130954938,0.4700993464350798
2.0,0.5936293655235589,1.1872587310471179,0.4726656407191163
2.033333333333333,0.5910574450519639,1.2018168049389932,0.47523756119071137
2.066666666666667,0.5884788232319167,1.216189568012628,0.47781618301075857
2.1,0.5858924117403815,1.2303740646548014,0.4804025945022937
