Radius y0 [nm],Radius y1 [nm],Radius y2 [nm],Radius y3 [nm],Radius y4 [nm],rho_k y0 H(Naf),rho_k y1 H(Naf),rho_k y2 H(Naf),rho_k y3 H(Naf),rho_k y4 H(Naf),rho_k y0 O2(Naf),rho_k y1 O2(Naf),rho_k y2 O2(Naf),rho_k y3 O2(Naf),rho_k y4 O2(Naf),rho_k y0 H2O(Naf),rho_k y1 H2O(Naf),rho_k y2 H2O(Naf),rho_k y3 H2O(Naf),rho_k y4 H2O(Naf)
54.166666666666664,54.99999999999999,55.833333333333336,57.50000000000001,59.99999999999999,1.8084501689006307,1.80845016890037,1.8084501689004335,1.8084501688995893,1.8084501688754713,13.776596743513839,17.92000793363428,17.529312371710862,17.006225356887924,8.122372024822283,371.17370976441316,498.5145017729466,495.92996669066594,492.46963520787705,228.0888895682001
52.5,53.0,53.49999999999999,54.50000000000001,56.0,1.8084501689005654,1.8084501689005654,1.8084501689005654,1.8084501689005654,1.8084501689005654,13.774237780467429,17.91688579809327,17.52256014471629,16.989184854273,8.08782095566572,371.17636597538285,498.51801732215006,495.93756975143765,492.4888229480249,228.12779434416422
50.833333333333336,51.0,51.166666666666664,51.5,51.99999999999999,1.8084501689082546,1.8084501688876566,1.808450168890933,1.8084501689213524,1.8084501689497892,13.771639848313843,17.913447382084563,17.515123899530234,16.970418104319204,8.049769773142222,371.17929126744855,498.5218890056539,495.9459430220863,492.50995445626535,228.17064027534525
